N	1436	0B
N	803	0B
N	1233	0B
N	619	0B
N	108	0B
N	293	0B
N	294	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	188	0B
N	293	0B
N	294	0B
N	324	0B
N	293	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	108	0B
N	293	0B
N	294	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	189	0B
N	338	0B
N	317	0B
N	310	0B
N	322	0B
N	293	0B
N	330	0B
N	293	0B
N	301	0B
N	340	0B
N	108	0B
N	293	0B
N	294	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	108	0B
N	293	0B
N	294	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	99	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	109	0B
N	93	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	173	0B
N	324	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	174	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	175	0B
N	285	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	176	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	177	0B
N	288	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	178	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	179	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	180	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	173	0B
N	324	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	174	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	175	0B
N	285	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	176	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	95	0B
N	96	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	177	0B
N	288	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	178	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	98	0B
N	282	0B
N	283	0B
N	284	0B
N	285	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	179	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	180	0B
N	281	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	96	0B
N	99	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	103	0B
N	104	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	102	0B
N	288	0B
N	109	0B
N	93	0B
N	94	0B
N	97	0B
N	281	0B
N	100	0B
N	286	0B
N	287	0B
N	102	0B
N	288	0B
N	94	0B
N	97	0B
N	281	0B
N	100	0B
N	286	0B
N	287	0B
N	102	0B
N	288	0B
N	95	0B
N	94	0B
N	97	0B
N	281	0B
N	100	0B
N	286	0B
N	287	0B
N	102	0B
N	288	0B
N	95	0B
N	101	0B
N	110	0B
N	111	10
N	112	10
N	295	10
N	296	10
N	113	10
N	297	11
N	289	11
N	94	11
N	97	11
N	281	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	190	11
N	314	11
N	330	11
N	325	11
N	323	11
N	303	11
N	300	11
N	319	11
N	329	11
N	335	11
N	327	11
N	326	11
N	309	11
N	331	11
N	314	11
N	304	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	191	11
N	330	11
N	314	11
N	293	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	192	17
N	294	17
N	340	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	193	17
N	290	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	194	17
N	319	17
N	294	17
N	322	17
N	326	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	117	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	117	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	195	17
N	314	17
N	297	17
N	325	17
N	338	17
N	291	17
N	328	17
N	329	17
N	303	17
N	309	17
N	304	17
N	313	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	196	17
N	326	17
N	322	17
N	294	17
N	325	17
N	338	17
N	327	17
N	294	17
N	327	17
N	313	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	197	17
N	322	17
N	320	17
N	322	17
N	311	17
N	335	17
N	294	17
N	322	17
N	340	17
N	294	17
N	314	17
N	306	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	198	17
N	320	17
N	323	17
N	333	17
N	317	17
N	325	17
N	338	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	199	17
N	485	17
N	2289	17
N	405	17
N	458	17
N	1447	17
N	356	17
N	518	17
N	1274	17
N	1001	17
N	514	17
N	1437	17
N	1226	17
N	612	17
N	1000	17
N	1059	17
N	427	17
N	2535	17
N	312	17
N	1681	17
N	1103	17
N	515	17
N	2434	17
N	340	17
N	314	17
N	1471	17
N	1473	17
N	299	17
N	1690	17
N	301	17
N	675	17
N	604	17
N	460	17
N	1294	17
N	1471	17
N	1473	17
N	385	17
N	1641	17
N	933	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	121	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	200	17
N	295	17
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	190	11
N	314	11
N	330	11
N	325	11
N	323	11
N	303	11
N	300	11
N	319	11
N	329	11
N	335	11
N	327	11
N	326	11
N	309	11
N	331	11
N	314	11
N	304	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	191	11
N	330	11
N	314	11
N	293	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	94	11
N	97	11
N	281	11
N	114	11
N	298	11
N	299	11
N	115	11
N	300	11
N	192	17
N	294	17
N	340	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	193	17
N	290	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	194	17
N	319	17
N	294	17
N	322	17
N	326	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	114	17
N	298	17
N	299	17
N	115	17
N	300	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	117	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	117	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	195	17
N	314	17
N	297	17
N	325	17
N	338	17
N	291	17
N	328	17
N	329	17
N	303	17
N	309	17
N	304	17
N	313	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	118	17
N	119	17
N	120	17
N	295	17
N	301	17
N	196	17
N	326	17
N	322	17
N	294	17
N	325	17
N	338	17
N	327	17
N	294	17
N	327	17
N	313	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	197	17
N	322	17
N	320	17
N	322	17
N	311	17
N	335	17
N	294	17
N	322	17
N	340	17
N	294	17
N	314	17
N	306	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	198	17
N	320	17
N	323	17
N	333	17
N	317	17
N	325	17
N	338	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	199	17
N	485	17
N	2289	17
N	405	17
N	458	17
N	1447	17
N	356	17
N	518	17
N	1274	17
N	1001	17
N	514	17
N	1437	17
N	1226	17
N	612	17
N	1000	17
N	1059	17
N	427	17
N	2535	17
N	312	17
N	1681	17
N	1103	17
N	515	17
N	2434	17
N	340	17
N	314	17
N	1471	17
N	1473	17
N	299	17
N	1690	17
N	301	17
N	675	17
N	604	17
N	460	17
N	1294	17
N	1471	17
N	1473	17
N	385	17
N	1641	17
N	933	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	116	17
N	94	17
N	97	17
N	281	17
N	121	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	200	17
N	295	17
N	300	17
N	293	17
N	324	17
N	306	17
N	119	17
N	120	17
N	295	17
N	301	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	119	17
N	120	17
N	295	17
N	301	17
N	116	17
N	94	17
N	97	17
N	281	17
N	121	17
N	116	17
N	94	17
N	97	17
N	281	17
N	121	17
N	94	17
N	97	17
N	281	17
N	121	17
N	122	17
N	302	17
N	303	17
N	304	17
N	123	0B
N	303	0B
N	305	0B
N	306	0B
N	307	0B
N	308	0B
N	124	0B
N	309	0B
N	310	0B
N	308	0B
N	311	0B
N	94	0B
N	97	0B
N	281	0B
N	100	0B
N	286	0B
N	287	0B
N	94	0B
N	97	0B
N	281	0B
N	100	0B
N	286	0B
N	287	0B
N	126	0B
N	308	0B
N	291	0B
N	128	0B
N	299	0B
N	105	0B
N	289	0B
N	290	0B
N	94	0B
N	97	0B
N	281	0B
N	100	0B
N	286	0B
N	287	0B
N	126	0B
N	308	0B
N	291	0B
N	128	0B
